IdLandkreis,Meldedatum,AnzahlFall,AnzahlGenesen,AnzahlFall>59,Landkreis,Bevölkerung gesamt,Ü65%,Ausländer%,Bevölkerungsdichte EW/km²,Temperatur,BIPK,Bgast,Bgesund,afd21,GoogleCorona,GoogleUrlaub,7dInzidenz,7dInzidenzFall>59,AnzahlFall>59%,AnzahlGenesenLandkreis,AnzahlGenesenLandkreis%,leavehome,dist,trvl,gastr,mskÖPVN,mskÖFF,shppngTW,shppngGANZ,hcutTW,hcutGANZ,ess_shpsTW,schoolTW,daycareTW,1to5friends,churchTW,churchGANZ,personen_erst_kumulativ,personen_voll_kumulativ,7dInzidenzFUTURE,AnzahlFallFUTURE,BgastP,BgesundP,Gsaison
8111,2020-03-07,5,5,0,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,7.49,88.90076939169244,12014,47955,12.775,73,51,0.774815400230895,0.0,0.0,5,7.74815400230895e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,12.087120243601962,78,0.018617264436747945,0.07431254503614514,1
8111,2020-03-14,78,78,3,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,7.49,88.90076939169244,12014,47955,12.775,100,42,12.087120243601962,0.464889240138537,0.038461538461538464,83,0.00012861935643832857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,48.03855481431549,310,0.018617264436747945,0.07431254503614514,1
8111,2020-03-21,310,303,41,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,7.49,88.90076939169244,12014,47955,12.775,74,27,48.03855481431549,6.353486281893338,0.13225806451612904,386,0.0005981574889782509,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0.0,0.0,42.61484701269922,275,0.018617264436747945,0.07431254503614514,1
8111,2020-03-28,275,261,65,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,7.49,88.90076939169244,12014,47955,12.775,59,27,42.61484701269922,10.072600203001635,0.23636363636363636,647,0.0010026111278987782,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0.0,0.0,36.72624997094442,237,0.018617264436747945,0.07431254503614514,1
8111,2020-04-04,237,225,65,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,13.72,88.90076939169244,12014,47955,12.775,46,25,36.72624997094442,10.072600203001635,0.2742616033755274,872,0.0013512780580026808,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0.0,0.0,23.864314327111565,154,0.018617264436747945,0.07431254503614514,1
8111,2020-04-11,154,143,54,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,13.72,88.90076939169244,12014,47955,12.775,49,36,23.864314327111565,8.368006322493667,0.35064935064935066,1015,0.0015728752624687167,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0.0,0.0,21.69483120646506,140,0.018617264436747945,0.07431254503614514,1
8111,2020-04-18,140,127,59,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,13.72,88.90076939169244,12014,47955,12.775,38,39,21.69483120646506,9.14282172272456,0.42142857142857143,1142,0.001769678374127364,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0.0,0.0,12.706972563786676,82,0.018617264436747945,0.07431254503614514,1
8111,2020-04-25,82,80,22,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,13.72,88.90076939169244,12014,47955,12.775,35,42,12.706972563786676,3.409187761015938,0.2682926829268293,1222,0.0018936488381643074,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0.0,0.0,6.19852320184716,40,0.018617264436747945,0.07431254503614514,1
8111,2020-05-02,40,40,4,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,14.72,88.90076939169244,12014,47955,12.775,39,51,6.19852320184716,0.619852320184716,0.1,1262,0.001955634070182779,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0.0,0.0,5.423707801616265,35,0.018617264436747945,0.07431254503614514,0
8111,2020-05-09,35,35,6,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,14.72,88.90076939169244,12014,47955,12.775,32,58,5.423707801616265,0.929778480277074,0.17142857142857143,1297,0.0020098711481989417,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0.0,0.0,7.59319092226277,49,0.018617264436747945,0.07431254503614514,0
8111,2020-05-16,49,45,18,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,14.72,88.90076939169244,12014,47955,12.775,28,70,7.59319092226277,2.789335440831222,0.3673469387755102,1342,0.0020796045342197224,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0.0,0.0,4.803855481431549,31,0.018617264436747945,0.07431254503614514,0
8111,2020-05-23,31,31,6,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,14.72,88.90076939169244,12014,47955,12.775,28,73,4.803855481431549,0.929778480277074,0.1935483870967742,1373,0.0021276430890340378,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,3.719113921108296,24,0.018617264436747945,0.07431254503614514,0
8111,2020-05-30,24,23,3,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,14.72,88.90076939169244,12014,47955,12.775,24,79,3.719113921108296,0.464889240138537,0.125,1396,0.002163284597444659,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,1.0847415603232529,7,0.018617264436747945,0.07431254503614514,0
8111,2020-06-06,7,7,0,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,18.24,88.90076939169244,12014,47955,12.775,21,70,1.0847415603232529,0.0,0.0,1403,0.0021741320130478914,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,2.479409280738864,16,0.018617264436747945,0.07431254503614514,0
8111,2020-06-13,16,16,2,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,18.24,88.90076939169244,12014,47955,12.775,25,73,2.479409280738864,0.309926160092358,0.125,1419,0.00219892610585528,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,3.409187761015938,22,0.018617264436747945,0.07431254503614514,0
8111,2020-06-20,22,22,1,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,18.24,88.90076939169244,12014,47955,12.775,22,70,3.409187761015938,0.154963080046179,0.045454545454545456,1441,0.002233017983465439,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,2.0145200406003267,13,0.018617264436747945,0.07431254503614514,0
8111,2020-06-27,13,13,1,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,18.24,88.90076939169244,12014,47955,12.775,20,74,2.0145200406003267,0.154963080046179,0.07692307692307693,1454,0.0022531631838714427,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,1.859556960554148,12,0.018617264436747945,0.07431254503614514,0
8111,2020-07-04,12,11,1,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,20.79,88.90076939169244,12014,47955,12.775,20,84,1.859556960554148,0.154963080046179,0.08333333333333333,1465,0.002270209122676522,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,3.719113921108296,24,0.018617264436747945,0.07431254503614514,0
8111,2020-07-11,24,24,2,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,20.79,88.90076939169244,12014,47955,12.775,20,87,3.719113921108296,0.309926160092358,0.08333333333333333,1489,0.002307400261887605,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,7.128301682124235,46,0.018617264436747945,0.07431254503614514,0
8111,2020-07-18,46,46,1,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,20.79,88.90076939169244,12014,47955,12.775,21,84,7.128301682124235,0.154963080046179,0.021739130434782608,1535,0.0023786832787088476,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,4.493929321339191,29,0.018617264436747945,0.07431254503614514,0
8111,2020-07-25,29,29,4,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,20.79,88.90076939169244,12014,47955,12.775,25,89,4.493929321339191,0.619852320184716,0.13793103448275862,1564,0.0024236225719222394,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,3.09926160092358,20,0.018617264436747945,0.07431254503614514,0
8111,2020-08-01,20,20,5,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,21.76,88.90076939169244,12014,47955,12.775,23,100,3.09926160092358,0.774815400230895,0.25,1584,0.0024546151879314753,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,6.353486281893338,41,0.018617264436747945,0.07431254503614514,0
8111,2020-08-08,41,41,7,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,21.76,88.90076939169244,12014,47955,12.775,22,95,6.353486281893338,1.0847415603232529,0.17073170731707318,1625,0.002518150050750409,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0,0.0,8.058080162401307,52,0.018617264436747945,0.07431254503614514,0
8111,2020-08-15,52,52,4,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,21.76,88.90076939169244,12014,47955,12.775,26,89,8.058080162401307,0.619852320184716,0.07692307692307693,1677,0.002598730852374422,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0,0.0,20.765052726187985,134,0.018617264436747945,0.07431254503614514,0
8111,2020-08-22,134,134,4,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,21.76,88.90076939169244,12014,47955,12.775,26,70,20.765052726187985,0.619852320184716,0.029850746268656716,1811,0.0028063813796363017,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0,0.0,24.48416664729628,158,0.018617264436747945,0.07431254503614514,0
8111,2020-08-29,158,158,16,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,21.76,88.90076939169244,12014,47955,12.775,20,56,24.48416664729628,2.479409280738864,0.10126582278481013,1969,0.0030512230461092645,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0,0.0,20.765052726187985,134,0.018617264436747945,0.07431254503614514,0
8111,2020-09-05,134,134,14,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,17.36,88.90076939169244,12014,47955,12.775,20,49,20.765052726187985,2.1694831206465057,0.1044776119402985,2103,0.003258873573371144,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0,0.0,26.808612847988964,173,0.018617264436747945,0.07431254503614514,0
8111,2020-09-12,173,173,10,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,17.36,88.90076939169244,12014,47955,12.775,20,43,26.808612847988964,1.54963080046179,0.057803468208092484,2276,0.003526959701851034,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0,0.0,30.527726769097264,197,0.018617264436747945,0.07431254503614514,0
8111,2020-09-19,197,197,29,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,17.36,88.90076939169244,12014,47955,12.775,23,43,30.527726769097264,4.493929321339191,0.14720812182741116,2473,0.0038322369695420067,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,25.258982047527176,163,0.018617264436747945,0.07431254503614514,0
8111,2020-09-26,163,162,26,SK Stuttgart,645315,0.1762178161053129,0.24953932954243235,3067,17.36,88.90076939169244,12014,47955,12.775,23,33,25.258982047527176,4.0290400812006535,0.15950920245398773,2635,0.0040832771592168166,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,34.24684069020556,221,0.018617264436747945,0.07431254503614514,0
